Id,Label,timeset,twitter_type,lat,lng,place_country,place_type,place_fullname,place_name,created_at,lang,possibly_sensitive,quoted_status_permalink,description,email,profile_image,friends_count,followers_count,real_name,location,emoji_alias,emoji_html_decimal,emoji_utf8,modularity_class
http://pbs.twimg.com/media/EL6CBH9VAAEm5Q9.jpg,http://pbs.twimg.com/media/EL6CBH9VAAEm5Q9.jpg,<[2019-12-16T12:00:57.815Z]>,Media,,,,,,,,,,,,,,,,,,,,,97
1206544714989735936,"#Family partner, Simon Blain's comments on the Villiers #familylaw case have been published in @thetimes article,
'Tug-of-war court battle between Scottish and English divorce begins'. https://t.co/bgEZbYydO7 @WiseowlBlain #divorce #courts #ForstersLLP https://t.co/F5J71ByLhn",<[2019-12-16T12:00:58.241Z]>,Tweet,,,,,,,Mon Dec 16 13:00:51 CET 2019,en,false,,,,,,,,,,,,92
@wiseowlblain,@wiseowlblain,"<[2019-12-16T12:00:58.241Z, 2019-12-16T12:02:14.878Z]>",User,,,,,,,,,,,,,,,,,,,,,92
http://pbs.twimg.com/media/EL6CBZHWkAA1v5S.jpg,http://pbs.twimg.com/media/EL6CBZHWkAA1v5S.jpg,<[2019-12-16T12:00:58.241Z]>,Media,,,,,,,,,,,,,,,,,,,,,92
1206544724955402241,"RT @daddyhope: We shouldn’t be focusing on Marry Chiwenga’s divorce side show.
That is a personal issue between herself and the husband.

T…",<[2019-12-16T12:01:00.575Z]>,Tweet,,,,,,,Mon Dec 16 13:00:53 CET 2019,en,false,,,,,,,,,,,,324
@suenyathi,@suenyathi,"<[2019-12-16T12:01:00.575Z, 2019-12-16T12:04:43.477Z, 2019-12-16T12:12:46.357Z]>",User,,,,,,,Wed May 23 11:56:08 CEST 2012,,,,"A Feisty Female with A Frightfully Fertile Imagination. Writing my Destiny one Word at a Time as dictated by God. 
Books: #ThePolygamist & #TheGoldDiggers",,http://pbs.twimg.com/profile_images/1206491083213082625/s3k1XjVg_bigger.jpg,2935,15180,Sukoluhle Nyathi,"Johannesburg, South Africa",,,,324
1206544745016807424,"RT @daddyhope: We shouldn’t be focusing on Marry Chiwenga’s divorce side show.
That is a personal issue between herself and the husband.

T…",<[2019-12-16T12:01:05.378Z]>,Tweet,,,,,,,Mon Dec 16 13:00:58 CET 2019,en,false,,,,,,,,,,,,324
@andunfiltered,@andunfiltered,<[2019-12-16T12:01:05.378Z]>,User,,,,,,,Sun Dec 08 20:28:12 CET 2019,,,,Candidly provoking thought.,,http://pbs.twimg.com/profile_images/1203758767571185664/x7whelp8_bigger.jpg,230,48,Raw and Unfiltered Perspective,,,,,324
1206544751060606976,"RT @flocorf: Queen, leave him https://t.co/GxTQDxZ9Ba",<[2019-12-16T12:01:06.856Z]>,Tweet,,,,,,,Mon Dec 16 13:00:59 CET 2019,en,false,https://twitter.com/dailymirror/status/1206168272162500609,,,,,,,,,,,2
@dessss_xx,@dessss_xx,<[2019-12-16T12:01:06.856Z]>,User,,,,,,,Tue Aug 07 15:39:07 CEST 2018,,,,Student Midwife👩🏽‍⚕️ | 🇳🇬,,http://pbs.twimg.com/profile_images/1200545632534122498/shf0jWhT_bigger.jpg,139,125,Destiny💕,"London, England",,,,2
1206544784111869953,"Online attacks of media women range from callers who say ""darling' or ""sweetheart"", being impersonated on social media and cyber bullying. One Kenyan case ended up in divorce @whomakesthenews @waccglobal #GMMP2020",<[2019-12-16T12:01:14.691Z]>,Tweet,,,,,,,Mon Dec 16 13:01:07 CET 2019,en,false,,,,,,,,,,,,89
@henrykabwe,@henrykabwe,<[2019-12-16T12:01:14.691Z]>,User,,,,,,,Tue Apr 07 12:01:44 CEST 2009,,,,Journalist who believes in good deeds to help the poor,,http://pbs.twimg.com/profile_images/737592317410840576/uRBB83LW_bigger.jpg,1918,1983,Henry Kabwe,Lusaka,,,,89
@whomakesthenews,@whomakesthenews,<[2019-12-16T12:01:14.691Z]>,User,,,,,,,,,,,,,,,,,,,,,89
@waccglobal,@waccglobal,<[2019-12-16T12:01:14.691Z]>,User,,,,,,,,,,,,,,,,,,,,,89
"#gmmp2020","#gmmp2020",<[2019-12-16T12:01:14.691Z]>,Hashtag,,,,,,,,,,,,,,,,,,,,,89
1206544785059852289,"RT @flocorf: Queen, leave him https://t.co/GxTQDxZ9Ba",<[2019-12-16T12:01:14.816Z]>,Tweet,,,,,,,Mon Dec 16 13:01:07 CET 2019,en,false,https://twitter.com/dailymirror/status/1206168272162500609,,,,,,,,,,,2
@motrillerz,@motrillerz,<[2019-12-16T12:01:14.816Z]>,User,,,,,,,Sun Feb 14 15:22:35 CET 2016,,,,,,http://pbs.twimg.com/profile_images/1193117409885995008/KE-7-fUI_bigger.jpg,386,289,Vinícius Sr.,"London, England",,,,2
1206544809734873090,"WHAT DOES AN AMICABLE DIVORCE LOOK LIKE?

FIND OUT TODAY ON OUR SHOW!!

Get your family law questions answered for free today at 1 p.m. ET 

https://t.co/aYi70fJb9K

#feldsteinfamilylaw #familylaw #askandrew #divorce #divorced  #amicabledivorce #mediation #peace #narcissist https://t.co/9Dqog8YrcW",<[2019-12-16T12:01:20.930Z]>,Tweet,,,,,,,Mon Dec 16 13:01:13 CET 2019,en,false,,,,,,,,,,,,92
@andrewfeldstein,@andrewfeldstein,<[2019-12-16T12:01:20.930Z]>,User,,,,,,,Thu Apr 30 18:07:47 CEST 2009,,,,Call Feldstein Family Law Group P.C. when you need an affordable divorce lawyer in Ontario or nearby. Free consultations are available.,,http://pbs.twimg.com/profile_images/1013833002944589825/HSIbiWVn_bigger.jpg,8942,33780,Feldstein Family Law Group P.C.,"Markham, ON, CA, L3R 9X9",,,,92
"#feldsteinfamilylaw","#feldsteinfamilylaw",<[2019-12-16T12:01:20.930Z]>,Hashtag,,,,,,,,,,,,,,,,,,,,,92
"#askandrew","#askandrew",<[2019-12-16T12:01:20.930Z]>,Hashtag,,,,,,,,,,,,,,,,,,,,,92
"#divorced","#divorced","<[2019-12-16T12:01:20.930Z, 2019-12-16T12:51:16.451Z, 2019-12-16T13:01:17.806Z]>",Hashtag,,,,,,,,,,,,,,,,,,,,,92
"#amicabledivorce","#amicabledivorce",<[2019-12-16T12:01:20.930Z]>,Hashtag,,,,,,,,,,,,,,,,,,,,,92
"#mediation","#mediation","<[2019-12-16T12:01:20.930Z, 2019-12-16T12:33:31.359Z, 2019-12-16T12:33:34.790Z, 2019-12-16T12:33:39.593Z, 2019-12-16T12:33:43.552Z]>",Hashtag,,,,,,,,,,,,,,,,,,,,,92
"#peace","#peace",<[2019-12-16T12:01:20.930Z]>,Hashtag,,,,,,,,,,,,,,,,,,,,,92
"#narcissist","#narcissist",<[2019-12-16T12:01:20.930Z]>,Hashtag,,,,,,,,,,,,,,,,,,,,,92
http://ow.ly/A02w50xAErF,http://ow.ly/A02w50xAErF,<[2019-12-16T12:01:20.930Z]>,Link,,,,,,,,,,,,,,,,,,,,,92
http://pbs.twimg.com/media/EL6CHEfXsAIg9mW.jpg,http://pbs.twimg.com/media/EL6CHEfXsAIg9mW.jpg,<[2019-12-16T12:01:20.930Z]>,Media,,,,,,,,,,,,,,,,,,,,,92
1206544818912071683,@ebruenig Him: since you’re financially dependent on me and gave up your career after marriage why not consider an open marriage or I’ll divorce you? Let’s stay together for the kids while I get to have my cake and eat it too 😂😂😂,<[2019-12-16T12:01:23.022Z]>,Tweet,,,United Kingdom,city,"City of London, London",City of London,Mon Dec 16 13:01:16 CET 2019,en,false,,,,,,,,,,,,90
@romyilano,@romyilano,<[2019-12-16T12:01:23.022Z]>,User,,,,,,,Wed Sep 24 23:15:31 CEST 2008,,,,I like to build things,,http://pbs.twimg.com/profile_images/1196673691444080640/jDcI6q89_bigger.jpg,2473,1565,romyilano,"Oakland, CA",,,,90
@ebruenig,@ebruenig,<[2019-12-16T12:01:23.022Z]>,User,,,,,,,,,,,,,,,,,,,,,90
1206544827736825858,"RT @flocorf: Queen, leave him https://t.co/GxTQDxZ9Ba",<[2019-12-16T12:01:25.096Z]>,Tweet,,,,,,,Mon Dec 16 13:01:18 CET 2019,en,false,https://twitter.com/dailymirror/status/1206168272162500609,,,,,,,,,,,2
@alltimejo,@alltimejo,<[2019-12-16T12:01:25.096Z]>,User,,,,,,,Fri May 07 16:20:17 CEST 2010,,,,Jodie | 23 | London | I really don't do enough to put anything good here,,http://pbs.twimg.com/profile_images/1200409478698541064/So4iUU0L_bigger.jpg,429,352,Jodie,,,,,2
1206544835009826819,Can I have his number please😩🤧😂,<[2019-12-16T12:01:26.859Z]>,Tweet,,,,,,,Mon Dec 16 13:01:19 CET 2019,en,false,https://twitter.com/amnekamselem/status/1206538251709952001,,,,,,,,,,,91
@faaatiiimaaa_x,@faaatiiimaaa_x,<[2019-12-16T12:01:26.859Z]>,User,,,,,,,Tue Mar 19 18:43:33 CET 2013,,,,YouTube: https://www.youtube.com/channel/UCKcBGHJzaep1w5ms9I8cRRA,,http://pbs.twimg.com/profile_images/1206244526614024198/2FKYLNRC_bigger.jpg,653,2973,Sugar baby 💓,"Abuja, Nigeria",,,,91
1206538251709952001,Having this talk with my uncle and he said he’s never going to divorce his wife if he gets married instead if she likes he’ll be the one to leave the house for her 😂,<[2019-12-16T12:01:26.859Z]>,Tweet,,,,,,,Mon Dec 16 12:35:10 CET 2019,en,false,,,,,,,,,,,,91
@amnekamselem,@amnekamselem,<[2019-12-16T12:01:26.859Z]>,User,,,,,,,Thu Jul 09 17:21:25 CEST 2015,,,,LAW⚖️ photogenic🌹✨6'2.,,http://pbs.twimg.com/profile_images/1206170829245100037/4_9OG94L_bigger.jpg,522,4785,Amimii🌹,"Maiduguri, Nigeria",,,,91
1206544868589350914,"#Family partner, Simon Blain's comments on the Villiers #familylaw case have been published in @thetimes article, 'Tug-of-war court battle between Scottish and English divorce begins'. https://t.co/bgEZbYydO7 #divorce #courts #ForstersLLP https://t.co/gUmIhaeeDr",<[2019-12-16T12:01:34.974Z]>,Tweet,,,,,,,Mon Dec 16 13:01:27 CET 2019,en,false,,,,,,,,,,,,92
http://pbs.twimg.com/media/EL6CKPpXUAAOpjS.jpg,http://pbs.twimg.com/media/EL6CKPpXUAAOpjS.jpg,<[2019-12-16T12:01:34.974Z]>,Media,,,,,,,,,,,,,,,,,,,,,92
1206544870405550095,How to recover financially from #divorce - MoneySense https://t.co/d4mG4DKOPz,<[2019-12-16T12:01:35.197Z]>,Tweet,,,,,,,Mon Dec 16 13:01:28 CET 2019,en,false,,,,,,,,,,,,93
@seanazmtgman,@seanazmtgman,"<[2019-12-16T12:01:35.197Z, 2019-12-16T12:42:38.779Z]>",User,,,,,,,Fri Jan 20 00:54:49 CET 2012,,,,"Sean has over 35 years in the financial industry, I specialize in mortgages for bad credit, no credit, Private Mortgage or new to Canada",,http://pbs.twimg.com/profile_images/798576536534142977/VB9Gzm8d_bigger.jpg,412,354,Sean McCormick,Ottawa,,,,93
http://ow.ly/lY8X50xwGox,http://ow.ly/lY8X50xwGox,<[2019-12-16T12:01:35.197Z]>,Link,,,,,,,,,,,,,,,,,,,,,93
1206544873106620416,"RT @Retired_Makoti: I did it!😭 one step at a time

I refuse to be silenced about real issues we women face! We spoke infertility, abuse, to…",<[2019-12-16T12:01:35.836Z]>,Tweet,,,,,,,Mon Dec 16 13:01:28 CET 2019,en,false,,,,,,,,,,,,94
@chad42125532,@chad42125532,<[2019-12-16T12:01:35.836Z]>,User,,,,,,,Sat Nov 16 08:54:50 CET 2019,,,,"Fitness Addict, stubborn and loving. Passionate about acting, music lover. Looking forward to change the world. God fearing🙏.",,http://pbs.twimg.com/profile_images/1195611572699385857/xpDN_iOQ_bigger.jpg,209,142,Chad,"Johannesburg, South Africa",,,,94
1159877085676134400,"I did it!😭 one step at a time

I refuse to be silenced about real issues we women face! We spoke infertility, abuse, toxic relationships, marriage, divorce & separation! It was such an honor to be surrounded by Health & Education professionals. 

#HappyWomensDay #WomensDay2019 https://t.co/HdqZqefOjr",<[2019-12-16T12:01:35.836Z]>,Tweet,,,,,,,Fri Aug 09 19:20:21 CEST 2019,en,false,,,,,,,,,,,,94
@retired_makoti,@retired_makoti,<[2019-12-16T12:01:35.836Z]>,User,,,,,,,Fri Aug 29 12:40:14 CEST 2014,,,,mom👩‍👦|| 👑 of all trades. Mother of @iSurvived20 & @B_Mamapreneur || Qualified Teacher 👩🏽‍🏫|| NWU Alumni 👩🏽‍🎓Aspiring Farmer🐄|| #GainOnLock,,http://pbs.twimg.com/profile_images/1180183532859248640/AO3vryBK_bigger.jpg,15514,16087,🇿🇦Retired Makoti (Oluwaferanmi)🇳🇬,"Johannesburg, South Africa",,,,94
"#happywomensday","#happywomensday",<[2019-12-16T12:01:35.836Z]>,Hashtag,,,,,,,,,,,,,,,,,,,,,94
"#womensday2019","#womensday2019",<[2019-12-16T12:01:35.836Z]>,Hashtag,,,,,,,,,,,,,,,,,,,,,94
http://pbs.twimg.com/media/EBi2CVdXUAE5DUc.jpg,http://pbs.twimg.com/media/EBi2CVdXUAE5DUc.jpg,<[2019-12-16T12:01:35.836Z]>,Media,,,,,,,,,,,,,,,,,,,,,94
http://pbs.twimg.com/media/EBi2CVaXoAAswwy.jpg,http://pbs.twimg.com/media/EBi2CVaXoAAswwy.jpg,<[2019-12-16T12:01:35.836Z]>,Media,,,,,,,,,,,,,,,,,,,,,94
http://pbs.twimg.com/media/EBi2CVmWkAArgdt.jpg,http://pbs.twimg.com/media/EBi2CVmWkAArgdt.jpg,<[2019-12-16T12:01:35.836Z]>,Media,,,,,,,,,,,,,,,,,,,,,94
1206544879301644289,"RT @flocorf: Queen, leave him https://t.co/GxTQDxZ9Ba",<[2019-12-16T12:01:37.419Z]>,Tweet,,,,,,,Mon Dec 16 13:01:30 CET 2019,en,false,https://twitter.com/dailymirror/status/1206168272162500609,,,,,,,,,,,2
@safiyaleith,@safiyaleith,<[2019-12-16T12:01:37.419Z]>,User,,,,,,,Fri Jul 26 21:55:47 CEST 2013,,,,,,http://pbs.twimg.com/profile_images/1180122463516143616/RvXccAcM_bigger.jpg,262,297,Safiya🎍,"West Midlands, England",,,,2
1206544884091564032,"RT @flocorf: Queen, leave him https://t.co/GxTQDxZ9Ba",<[2019-12-16T12:01:38.437Z]>,Tweet,,,,,,,Mon Dec 16 13:01:31 CET 2019,en,false,https://twitter.com/dailymirror/status/1206168272162500609,,,,,,,,,,,2
@marnee_beth,@marnee_beth,<[2019-12-16T12:01:38.437Z]>,User,,,,,,,Tue Dec 20 19:12:24 CET 2011,,,,Proud snowflake 🦂🐸🦄,,http://pbs.twimg.com/profile_images/1198380406791389184/VJm3I_HI_bigger.jpg,447,303,Marnee  💀 🌹,"Toyota Aygo ",,,,2
1206544886607925248,"Ecology, divorce, refugees, and the Lord's call: themes of Pope's discussion with Thai, Japanese Jesuits (La Civiltà Cattolica) https://t.co/B1GG5xY7Ou",<[2019-12-16T12:01:39.078Z]>,Tweet,,,,,,,Mon Dec 16 13:01:32 CET 2019,en,false,,,,,,,,,,,,95
@theurbannewz2,@theurbannewz2,<[2019-12-16T12:01:39.078Z]>,User,,,,,,,Thu Dec 22 16:59:44 CET 2016,,,,"Religion, Human Interest  #faith #religion #prayer #humaninterest",,http://pbs.twimg.com/profile_images/829349521666801664/e14nSUBj_bigger.png,16,25,UrbanNewz - Religion,world wide,,,,95
http://www.catholicculture.org/news/headlines/index.cfm?storyid=44488&utm_source=dlvr.it&utm_medium=twitter,http://www.catholicculture.org/news/headlines/index.cfm?storyid=44488&utm_source=dlvr.it&utm_medium=twitter,<[2019-12-16T12:01:39.078Z]>,Link,,,,,,,,,,,,,,,,,,,,,95
1206544946095898624,RT @OhVonda: @RayBeenImmortal Faith without works is dead! Better find the faith that you can do BETTER by yourself and WORK to file for di…,<[2019-12-16T12:01:53.335Z]>,Tweet,,,,,,,Mon Dec 16 13:01:46 CET 2019,en,false,,,,,,,,,,,,75
1206544966627012608,"RT @abandon2famille: 🚨INTOX  les mères solo sont les grandes perdantes de cette reforme.

❌suppression de la pension de reversion en cas de…",<[2019-12-16T12:01:58.260Z]>,Tweet,,,,,,,Mon Dec 16 13:01:51 CET 2019,fr,false,https://twitter.com/OnZeLeft/status/1206206194869776384,,,,,,,,,,,305
@ronike66,@ronike66,<[2019-12-16T12:01:58.260Z]>,User,,,,,,,Sun Jan 11 16:39:53 CET 2015,,,,en mode incognito : steack haché quoi,,http://pbs.twimg.com/profile_images/554302913108279296/jsu5WHm6_bigger.jpeg,797,108,vero ixe,Sud,,,,305
1206544992598208513,"RT @flocorf: Queen, leave him https://t.co/GxTQDxZ9Ba",<[2019-12-16T12:02:05.018Z]>,Tweet,,,,,,,Mon Dec 16 13:01:57 CET 2019,en,false,https://twitter.com/dailymirror/status/1206168272162500609,,,,,,,,,,,2
@chinchilloking,@chinchilloking,<[2019-12-16T12:02:05.018Z]>,User,,,,,,,Sat Sep 07 11:38:37 CEST 2019,,,,Soft boi in denial | Chinchillas stan acc,,http://pbs.twimg.com/profile_images/1198933957800333315/73cTpgb-_bigger.jpg,178,157,AgnolGabriello,Morio-cho,,,,2
1206545000303153155,RT @Lihle_Zondi0: Those asking how I found out it was actually he's brother who told me this i was so angry with myself I felt naive for no…,<[2019-12-16T12:02:06.251Z]>,Tweet,,,,,,,Mon Dec 16 13:01:59 CET 2019,en,false,,,,,,,,,,,,96
@bolajiayo,@bolajiayo,<[2019-12-16T12:02:06.251Z]>,User,,,,,,,Tue Apr 26 14:07:40 CEST 2011,,,,"I am an Enterpreneur, energetic, Social commentator and Lover of God. #teamBuhari follow me back pls",,http://pbs.twimg.com/profile_images/720371927479492608/AxQEPuc-_bigger.jpg,4589,3389,General 👮‍♂️Ayobolaji,"Lagos Nigeria ",,,,96
1206545018984550400,"RT @TheFogeys: How much would Scotland have to pay us in the divorce settlement ? I mean it's costing us £30bn to leave the EU, surely our…",<[2019-12-16T12:02:10.699Z]>,Tweet,,,,,,,Mon Dec 16 13:02:03 CET 2019,en,false,,,,,,,,,,,,0
@alfisutton,@alfisutton,<[2019-12-16T12:02:10.699Z]>,User,,,,,,,Fri Apr 10 02:07:20 CEST 2015,,,,"Clear blue thinking, or get the Brexit Party. Photographer, Film Maker Frustrated creative. Expert at spotting bull sh_t. FBPE will be blocked!",,http://pbs.twimg.com/profile_images/1137383800588185602/TX7HBrIi_bigger.jpg,2408,1759,Alfvictorsutton,"Midlands and Suffolk ",,,,0
1206545021387730944,"RT @flocorf: Queen, leave him https://t.co/GxTQDxZ9Ba",<[2019-12-16T12:02:11.200Z]>,Tweet,,,,,,,Mon Dec 16 13:02:04 CET 2019,en,false,https://twitter.com/dailymirror/status/1206168272162500609,,,,,,,,,,,2
@abi6289,@abi6289,<[2019-12-16T12:02:11.200Z]>,User,,,,,,,Sat Nov 07 13:04:44 CET 2015,,,,hi! I obsess over thing very easily :),,http://pbs.twimg.com/profile_images/1161635305125847041/RRZl__TX_bigger.jpg,771,47,Abi,In the movies,,,,2
1206545029822586880,"RT @flocorf: Queen, leave him https://t.co/GxTQDxZ9Ba",<[2019-12-16T12:02:13.195Z]>,Tweet,,,,,,,Mon Dec 16 13:02:06 CET 2019,en,false,https://twitter.com/dailymirror/status/1206168272162500609,,,,,,,,,,,2
@payhart43,@payhart43,<[2019-12-16T12:02:13.195Z]>,User,,,,,,,Sat Aug 09 06:44:30 CEST 2014,,,,hhs | 2021    be gay. do crime.,,http://pbs.twimg.com/profile_images/1205237146879176715/3kYcuC1w_bigger.jpg,1134,71,ginger,United States,,,,2
1206545036525154304,"#Family partner, Simon Blain's comments on the Villiers #familylaw case have been published in @thetimes article, 'Tug-of-war court battle between Scottish and English divorce begins'. https://t.co/bgEZbYydO7 @WiseowlBlain #divorce #courts #ForstersLLP https://t.co/77VZ7G1KnC",<[2019-12-16T12:02:14.878Z]>,Tweet,,,,,,,Mon Dec 16 13:02:07 CET 2019,en,false,,,,,,,,,,,,92
http://pbs.twimg.com/media/EL6CUHDWwAAl1p7.jpg,http://pbs.twimg.com/media/EL6CUHDWwAAl1p7.jpg,<[2019-12-16T12:02:14.878Z]>,Media,,,,,,,,,,,,,,,,,,,,,92
1206545051741933569,"My husband, my exclusive Nalanyind, Li Lingyao is suitable for investing in stocks, securities, jewelry, gems, crystals, and the instinct of marrying you is my blessing. It's a pity that we divorce. Say yes? Believe me you count ... https://t.co/vx1grkViME",<[2019-12-16T12:02:18.652Z]>,Tweet,,,,,,,Mon Dec 16 13:02:11 CET 2019,en,false,,,,,,,,,,,,97
http://pbs.twimg.com/media/EL6CU1cVUAYaR7x.jpg,http://pbs.twimg.com/media/EL6CU1cVUAYaR7x.jpg,<[2019-12-16T12:02:18.652Z]>,Media,,,,,,,,,,,,,,,,,,,,,97
1206545060763881472,"RT @zhongline: [TRANS] 191216 nct isac

jaemin and chenle have filed for divorce
 https://t.co/OSwyLo9ZTk",<[2019-12-16T12:02:20.654Z]>,Tweet,,,,,,,Mon Dec 16 13:02:13 CET 2019,en,false,,,,,,,,,,,,98
@husniyatul1,@husniyatul1,<[2019-12-16T12:02:20.654Z]>,User,,,,,,,Thu Dec 13 15:28:01 CET 2018,,,,"Wannaone 💞💞 
X1 💗💗",,http://pbs.twimg.com/profile_images/1205356824515399681/DsukeCvY_bigger.jpg,63,6,Husniyatul,Indonesia,,,,98
http://pbs.twimg.com/ext_tw_video_thumb/1206358300926676992/pu/img/FEovmNfTlz8GmiDl.jpg,http://pbs.twimg.com/ext_tw_video_thumb/1206358300926676992/pu/img/FEovmNfTlz8GmiDl.jpg,"<[2019-12-16T12:02:20.654Z, 2019-12-16T12:40:58.182Z, 2019-12-16T12:40:58.183Z]>",Media,,,,,,,,,,,,,,,,,,,,,98
1206375823521005568,"[TRANS] 191216 nct isac

jaemin and chenle have filed for divorce
 https://t.co/OSwyLo9ZTk","<[2019-12-16T12:02:20.654Z, 2019-12-16T12:40:58.183Z]>",Tweet,,,,,,,Mon Dec 16 01:49:44 CET 2019,en,false,,,,,,,,,,,,98
@zhongline,@zhongline,"<[2019-12-16T12:02:20.654Z, 2019-12-16T12:40:58.183Z]>",User,,,,,,,Thu Jun 21 04:18:32 CEST 2018,,,,watch out gamer im about to level up and you look like just enough XP,,http://pbs.twimg.com/profile_images/1197394010341593088/0lJxIBw2_bigger.jpg,245,4276,zhong chenle is the best!,zcl.,,,,98
1206545072663085056,"RT @flocorf: Queen, leave him https://t.co/GxTQDxZ9Ba",<[2019-12-16T12:02:23.533Z]>,Tweet,,,,,,,Mon Dec 16 13:02:16 CET 2019,en,false,https://twitter.com/dailymirror/status/1206168272162500609,,,,,,,,,,,2
@luxurizz,@luxurizz,<[2019-12-16T12:02:23.533Z]>,User,,,,,,,Tue Apr 14 04:53:45 CEST 2015,,,,🇸🇬 it’s like pizza but without the ‘p’. uom 🇬🇧,,http://pbs.twimg.com/profile_images/1192242547730591744/il2SWJI0_bigger.jpg,129,60,-,jupiter,,,,2
1206545087590739968,"RT @flocorf: Queen, leave him https://t.co/GxTQDxZ9Ba",<[2019-12-16T12:02:27.095Z]>,Tweet,,,,,,,Mon Dec 16 13:02:20 CET 2019,en,false,https://twitter.com/dailymirror/status/1206168272162500609,,,,,,,,,,,2
@gbsapsford,@gbsapsford,<[2019-12-16T12:02:27.095Z]>,User,,,,,,,Thu Jun 30 17:10:44 CEST 2011,,,,,,http://pbs.twimg.com/profile_images/1171867194050957312/NcXgFUYX_bigger.jpg,252,549,Grace Sapsford,,,,,2
1206545103587856389,RT @NiikoBado: my english teacher starting class the morning after her husband asked her for a divorce https://t.co/3MercNf2wU,<[2019-12-16T12:02:30.894Z]>,Tweet,,,,,,,Mon Dec 16 13:02:23 CET 2019,en,false,,,,,,,,,,,,141
1206545120008359936,"RT @IchigoIchieFilm: ハリウッドの大型離婚訴訟を担当している著名離婚弁護士が見た『マリッジストーリー』

「私は離婚訴訟を生業にしているので観るのが辛かったですが、とてもいい映画だったと思います。とても正確に描かれていて、クライアントや子供の苦しみを感じるこ…",<[2019-12-16T12:02:34.676Z]>,Tweet,,,,,,,Mon Dec 16 13:02:27 CET 2019,ja,false,,,,,,,,,,,,99
@johnmerifx,@johnmerifx,<[2019-12-16T12:02:34.676Z]>,User,,,,,,,Fri Mar 12 14:39:01 CET 2010,,,,"自称モバイルバックパッカー。 
まわりの空気の読めなさは天下一品だと自他共に認めるところです。 
ここ最近は、ネット上にできた経済圏に依存しています。 
お金に困るとにわかデイトレーダーになったりします。",,http://pbs.twimg.com/profile_images/777324546407829504/uGNyKZdt_bigger.jpg,162,1009,ジョンメリ,東京,,,,99
1203942255708401664,"ハリウッドの大型離婚訴訟を担当している著名離婚弁護士が見た『マリッジストーリー』

「私は離婚訴訟を生業にしているので観るのが辛かったですが、とてもいい映画だったと思います。とても正確に描かれていて、クライアントや子供の苦しみを感じることができる映画でした」
https://t.co/DcPMBxDlFd",<[2019-12-16T12:02:34.677Z]>,Tweet,,,,,,,Mon Dec 09 08:39:36 CET 2019,ja,false,,,,,,,,,,,,99
@ichigoichiefilm,@ichigoichiefilm,<[2019-12-16T12:02:34.677Z]>,User,,,,,,,Fri Nov 20 14:56:45 CET 2009,,,,"合同会社Ichigo Ichie Films LLC
代表社員ヒロ・マスダの公式ツイッターです。
Film Producer,  Development Consultant. In Development LOBO based on THE PUP WHO CRIED WOLF  by Chris Kurtz.",,http://pbs.twimg.com/profile_images/3467170645/5838d1b3bab260e180f0c60036b559c6_bigger.jpeg,290,10241,ヒロ・マスダ / Hiro Masuda,Tokyo,,,,99
https://slate.com/culture/2019/12/marriage-story-celebrity-divorce-lawyer-interview.html,https://slate.com/culture/2019/12/marriage-story-celebrity-divorce-lawyer-interview.html,<[2019-12-16T12:02:34.677Z]>,Link,,,,,,,,,,,,,,,,,,,,,99
1206545137972793344,RT @PrecieuxCoeur: Selon vous qu’est ce qui est la cause du #Divorce ?,<[2019-12-16T12:02:39.096Z]>,Tweet,,,,,,,Mon Dec 16 13:02:32 CET 2019,fr,false,,,,,,,,,,,,15
@karimabdoul17,@karimabdoul17,<[2019-12-16T12:02:39.096Z]>,User,,,,,,,Thu Mar 30 18:57:50 CEST 2017,,,,J'Force Pas 😏😎😎,,http://pbs.twimg.com/profile_images/1192484697340809218/0u-igURh_bigger.jpg,2780,1622,Rim'K A. #225🇨🇮🇨🇮🇨🇮,Abidjan,,,,15
1206545167223644160,RT @JackDunc1: If I had a bf and found out they voted for Boris Johnson's Tories they'd find their fucking clothes in the street mate. Get…,<[2019-12-16T12:02:46.064Z]>,Tweet,,,,,,,Mon Dec 16 13:02:39 CET 2019,en,false,https://twitter.com/DailyMirror/status/1206168272162500609,,,,,,,,,,,339
@leopardthinks1,@leopardthinks1,<[2019-12-16T12:02:46.064Z]>,User,,,,,,,Tue Jan 17 23:18:49 CET 2017,,,,"Address obscene wealth gap&war on truth If you can't converse maturely over ideas you disagree with, whether you’re L or R, please don't follow. Really, go away",,http://pbs.twimg.com/profile_images/1205970277957455872/3B1tPhQ5_bigger.jpg,2835,2557,"#freeAssange #freeMinds 🌹","Auckland, New Zealand",,,,339
1206545168679211008,"@EXOGlobal divorce ❗❗
https://t.co/zTvQSVkdoH",<[2019-12-16T12:02:46.335Z]>,Tweet,,,,,,,Mon Dec 16 13:02:39 CET 2019,pt,false,,,,,,,,,,,,100
@94uits,@94uits,<[2019-12-16T12:02:46.335Z]>,User,,,,,,,Sun Aug 20 22:03:35 CEST 2017,,,,"#SEHUN: twitter xunqiphobic",,http://pbs.twimg.com/profile_images/1205959805971714048/SXLIJVIW_bigger.jpg,286,463,"joanna, bye @oshIisa 😔",exo blackpink everglow jaebeom,,,,100
@exoglobal,@exoglobal,<[2019-12-16T12:02:46.335Z]>,User,,,,,,,,,,,,,,,,,,,,,100
